mapblklot,analysis_neighborhood
4624029,Bayview Hunters Point
7331024,Lakeshore
3749064,Financial District/South Beach
7113023,Oceanview/Merced/Ingleside
3750080,Financial District/South Beach
1082025,Presidio Heights
3730080,South of Market
0438A011,Marina
7326002,Lakeshore
5671029,Bernal Heights
7335008,Lakeshore
1939099,Treasure Island
6632054,Noe Valley
5521007,Bernal Heights
1229004,Haight Ashbury
3567006,Mission
2614013,Castro/Upper Market
0845020,Haight Ashbury
1117008,Lone Mountain/USF
4591A081,Bayview Hunters Point
6632027,Noe Valley
0477016F,Russian Hill
4096070,Potrero Hill
0511020,Marina
1193033,Lone Mountain/USF
1182031,Hayes Valley
6569017,Mission
2649020A,Castro/Upper Market
1127007,Western Addition
9900049,North Beach
3555031K,Mission
4591C104,Bayview Hunters Point
3640001,Mission
4591D046,Bayview Hunters Point
0793024,Hayes Valley
5713024,Bernal Heights
1924035,Sunset/Parkside
2056014,Sunset/Parkside
4591C081,Bayview Hunters Point
2041031,Inner Sunset
3776092,South of Market
0732019,Western Addition
2660045,Castro/Upper Market
7331005,Lakeshore
3747019,Financial District/South Beach
3737005,Financial District/South Beach
0317017,Tenderloin
0286025,Financial District/South Beach
4591C055,Bayview Hunters Point
0153022,Russian Hill
6318023,Visitacion Valley
5335ACOMF,Bayview Hunters Point
7326011,Lakeshore
3576058,Mission
3620051,Noe Valley
3596102,Mission
4266034,Mission
3727067,South of Market
5467023,Portola
2863034,West of Twin Peaks
0694007,Tenderloin
3600078,Castro/Upper Market
1361045,Inner Richmond
3702051,South of Market
0775025,Western Addition
0852035,Hayes Valley
1282016A,Haight Ashbury
3556274,Mission
1225016,Haight Ashbury
4276038,Mission
3584007,Castro/Upper Market
1380025,Outer Richmond
1129025,Western Addition
2715006,Twin Peaks
3632040,Mission
3525079,South of Market
1344001,Seacliff
2094005,Sunset/Parkside
3180208,West of Twin Peaks
4267012,Mission
2750010,Castro/Upper Market
7536035,Noe Valley
6529034,Mission
5000043,Bayview Hunters Point
4084010,Mission
5072046,Bayview Hunters Point
1043028,Presidio Heights
5524033B,Bernal Heights
2630006,Inner Sunset
1193110,Lone Mountain/USF
6409010,Excelsior
6594041,Noe Valley
1571003,Outer Richmond
1178014,Western Addition
7059035,Oceanview/Merced/Ingleside
0537001G,Marina
1728025,Sunset/Parkside
4929005,Bayview Hunters Point
4950003,Bayview Hunters Point
4952002,Bayview Hunters Point
4952001,Bayview Hunters Point
4929015,Bayview Hunters Point
4950007,Bayview Hunters Point
4951005,Bayview Hunters Point
4951003,Bayview Hunters Point
4950005,Bayview Hunters Point
4951002,Bayview Hunters Point
4929021,Bayview Hunters Point
4950001,Bayview Hunters Point
4950002,Bayview Hunters Point
4950017,Bayview Hunters Point
4950004,Bayview Hunters Point
4951006,Bayview Hunters Point
4951011,Bayview Hunters Point
4929012,Bayview Hunters Point
4929002,Bayview Hunters Point
4929004,Bayview Hunters Point
4929019,Bayview Hunters Point
4952003,Bayview Hunters Point
4929010,Bayview Hunters Point
4929016,Bayview Hunters Point
4930001,Bayview Hunters Point
4950008,Bayview Hunters Point
4929014,Bayview Hunters Point
4929001,Bayview Hunters Point
4950015,Bayview Hunters Point
4950016,Bayview Hunters Point
4929017,Bayview Hunters Point
4929018,Bayview Hunters Point
4929008,Bayview Hunters Point
4950023,Bayview Hunters Point
4929011,Bayview Hunters Point
4951008,Bayview Hunters Point
4929022,Bayview Hunters Point
4931001,Bayview Hunters Point
4950010,Bayview Hunters Point
4950014,Bayview Hunters Point
4951012,Bayview Hunters Point
4950022,Bayview Hunters Point
4951007,Bayview Hunters Point
4950020,Bayview Hunters Point
4950006,Bayview Hunters Point
4950011,Bayview Hunters Point
4929003,Bayview Hunters Point
4929009,Bayview Hunters Point
4929013,Bayview Hunters Point
4929024,Bayview Hunters Point
4951010,Bayview Hunters Point
4950012,Bayview Hunters Point
4929006,Bayview Hunters Point
4950021,Bayview Hunters Point
4950009,Bayview Hunters Point
4929020,Bayview Hunters Point
4951004,Bayview Hunters Point
4951009,Bayview Hunters Point
4951001,Bayview Hunters Point
4950013,Bayview Hunters Point
4950018,Bayview Hunters Point
4950024,Bayview Hunters Point
4952004,Bayview Hunters Point
4929023,Bayview Hunters Point
4951013,Bayview Hunters Point
4929007,Bayview Hunters Point
4950019,Bayview Hunters Point
0679035,Pacific Heights
1007003,Presidio Heights
3961006,Mission
2698007,Castro/Upper Market
0508024,Marina
0314013,Financial District/South Beach
1368051,Inner Richmond
3545005,Mission
4597021,Bayview Hunters Point
0342013,Tenderloin
5000039,Bayview Hunters Point
1002048,Pacific Heights
3557053,Castro/Upper Market
1652010K,Inner Richmond
1269109,Haight Ashbury
6772044,West of Twin Peaks
3641066,Mission
1727004,Sunset/Parkside
2129007,West of Twin Peaks
3540083,Castro/Upper Market
3602062A,Castro/Upper Market
1159023,Lone Mountain/USF
1622044,Outer Richmond
4654014A,Bayview Hunters Point
4591D083,Bayview Hunters Point
4591D097,Bayview Hunters Point
7542050,Glen Park
0476006B,Russian Hill
1197025C,Lone Mountain/USF
0061015,North Beach
3777176,South of Market
4115004,Potrero Hill
1625012,Outer Richmond
8934004,Treasure Island
3728087,South of Market
3730158,South of Market
7331106,Lakeshore
2654014,Castro/Upper Market
1765003,Inner Sunset
3518024A,South of Market
0495027,Marina
8711029A,Mission Bay
7538034,Glen Park
0554009,Marina
6528015,Mission
3941029,Potrero Hill
3519064,South of Market
3655031,Noe Valley
4991418,Bayview Hunters Point
3547032,Mission
0029003,North Beach
0677116,Pacific Heights
2918027,West of Twin Peaks
0556011,Marina
1651029,Inner Richmond
8727012,Mission Bay
3555035,Mission
1387024,Seacliff
4260030,Potrero Hill
1891046,Sunset/Parkside
4111008,Potrero Hill
1413025,Outer Richmond
8953006,Treasure Island
0477009,Russian Hill
4991245,Bayview Hunters Point
0595001,Russian Hill
3777034,South of Market
0939016,Marina
1151016,Lone Mountain/USF
4069026,Potrero Hill
4912021,Bayview Hunters Point
3707031,Financial District/South Beach
3543008,Castro/Upper Market
4347A001,Bayview Hunters Point
0419A006,Marina
0466A042,Marina
6361003,Visitacion Valley
4956012,Bayview Hunters Point
0583006,Pacific Heights
6537036,Noe Valley
6525034,Mission
4013016,Mission
4572009,Bayview Hunters Point
2714013A,Twin Peaks
1924019,Sunset/Parkside
3706117,Financial District/South Beach
0978036,Pacific Heights
0806060,Hayes Valley
3727061,South of Market
4591C099,Bayview Hunters Point
1924026,Sunset/Parkside
3755111,South of Market
5541020,Bernal Heights
1458013,Outer Richmond
5716019,Bernal Heights
5250021,Bayview Hunters Point
1289047,Inner Sunset
5598011,Bayview Hunters Point
4264026,Mission
3521022,Mission
3076047,West of Twin Peaks
1862A022,Inner Sunset
1939018,Treasure Island
1197006C,Lone Mountain/USF
3584024,Castro/Upper Market
1939032,Treasure Island
7369001,Lakeshore
0126006,Nob Hill
9900045,North Beach
3553029,Mission
3754008,South of Market
4829007,Bayview Hunters Point
7148039,Oceanview/Merced/Ingleside
3518014,South of Market
4591A011*,Bayview Hunters Point
7351001,Lakeshore
3589049,Mission
0844008,Haight Ashbury
0677015,Pacific Heights
1924031,Sunset/Parkside
0651055,Pacific Heights
5514003,Bernal Heights
4162029,Potrero Hill
5102010,Bayview Hunters Point
7331CMK,Lakeshore
3719011,Financial District/South Beach
8934007,Treasure Island
1758012,Inner Sunset
1112027,Lone Mountain/USF
3765009,Financial District/South Beach
4207028,Mission
2346024,West of Twin Peaks
7518COM,Noe Valley
4700031,Bayview Hunters Point
3641076,Mission
6654027,Glen Park
2935012,West of Twin Peaks
0919006B,Marina
3602024,Castro/Upper Market
4591D014,Bayview Hunters Point
4591D024,Bayview Hunters Point
3537042,Castro/Upper Market
5062009,Bayview Hunters Point
6239049,Visitacion Valley
5634020,Bernal Heights
7331CMM,Lakeshore
7504024,Noe Valley
3640007,Mission
5633005,Bernal Heights
1372013,Inner Richmond
1939045,Treasure Island
4161003,Potrero Hill
2659058,Castro/Upper Market
1844031,Inner Sunset
3557046,Castro/Upper Market
3595046,Mission
7331051,Lakeshore
1024029B,Pacific Heights
4606019,Bayview Hunters Point
1406030A,Outer Richmond
2778018,Twin Peaks
8719A006,Mission Bay
0861099,Haight Ashbury
1276010,Haight Ashbury
1266025,Inner Sunset
6755025,West of Twin Peaks
2653025,Castro/Upper Market
0580004,Pacific Heights
3736116,Financial District/South Beach
1220006,Haight Ashbury
5731004,Bernal Heights
7331027,Lakeshore
3941036,Potrero Hill
3720005,Financial District/South Beach
2864031,West of Twin Peaks
3602047,Castro/Upper Market
3602067,Castro/Upper Market
5843002,Bernal Heights
3613017A,Mission
0436E028,Marina
0441B008,Marina
4207027,Mission
1765033,Inner Sunset
6563027,Noe Valley
4113003,Potrero Hill
8933004,Treasure Island
3702391,South of Market
0186048,Russian Hill
3726103,South of Market
3778031,South of Market
1269057,Haight Ashbury
2612061,Castro/Upper Market
3560026,Castro/Upper Market
4591C179,Bayview Hunters Point
7331006,Lakeshore
1265009,Inner Sunset
6513020,Mission
4211034,Mission
6509006,Noe Valley
4624057,Bayview Hunters Point
0588016,Pacific Heights
1924014,Sunset/Parkside
5535036,Bernal Heights
5708026,Bernal Heights
7132027,Oceanview/Merced/Ingleside
0024030,Russian Hill
0494009,Marina
8903003,Treasure Island
0519052,Marina
0942010,Marina
2935013,West of Twin Peaks
1855004,Inner Sunset
4596001,Bayview Hunters Point
3731185,South of Market
8722012,Mission Bay
5232011,Bayview Hunters Point
4116003,Potrero Hill
3752089,South of Market
3941023,Potrero Hill
1924COMB,Sunset/Parkside
1665023,Outer Richmond
1379026,Outer Richmond
4035024,Potrero Hill
3511062,Mission
7102027,Outer Mission
1005029,Pacific Heights
4586011,Bayview Hunters Point
1759044,Inner Sunset
2720008,Castro/Upper Market
0505001E,Marina
0647024,Western Addition
0045046,Russian Hill
3557063,Castro/Upper Market
1823051,Sunset/Parkside
2612039,Castro/Upper Market
5524042,Bernal Heights
3589001,Mission
1939102,Treasure Island
4764001,Bayview Hunters Point
0196022,Chinatown
6311015,Visitacion Valley
4937019,Bayview Hunters Point
1939111,Treasure Island
4098037,Potrero Hill
1047022,Presidio Heights
3509024,South of Market
3751410,South of Market
0665005,Western Addition
3595011,Mission
1211024,Lone Mountain/USF
1115025,Lone Mountain/USF
0929035,Marina
3601004,Castro/Upper Market
3987003,Potrero Hill
4172079,Potrero Hill
3777071,South of Market
3154032,Outer Mission
4591C047,Bayview Hunters Point
3544050,Castro/Upper Market
5880002,Portola
3902006,Mission
4228010,Potrero Hill
1410014,Outer Richmond
6528012,Mission
4591C078,Bayview Hunters Point
7552023,Glen Park
3544010,Castro/Upper Market
2819020,West of Twin Peaks
4828035,Bayview Hunters Point
8704006,Mission Bay
5674014,Bernal Heights
5598009,Bayview Hunters Point
4591D048,Bayview Hunters Point
0120017,Russian Hill
4591C213,Bayview Hunters Point
3608038,Mission
3905002,Mission
0504003B,Marina
4110011,Potrero Hill
0336005,Tenderloin
6513011,Mission
1895014,Sunset/Parkside
2765015,Noe Valley
3549058,Mission
6785035,Outer Mission
7226007,West of Twin Peaks
0821026,Hayes Valley
4111010,Potrero Hill
7308002,Lakeshore
4102166,Potrero Hill
7331CMY,Lakeshore
6346002F,Excelsior
0441B003,Marina
1770052,Inner Sunset
1781059,Sunset/Parkside
0807010,Hayes Valley
0855052,Hayes Valley
6615001,Noe Valley
6600008A,Noe Valley
0804016,Hayes Valley
1030007A,Presidio Heights
6526046,Mission
0026020,Russian Hill
6948028,Oceanview/Merced/Ingleside
8707004,Mission Bay
1567037,Outer Richmond
3957001,Mission Bay
3616085,Mission
4037004,Potrero Hill
0858030,Hayes Valley
0500015,Russian Hill
2614091,Castro/Upper Market
2718010,Castro/Upper Market
3655037,Noe Valley
4206060,Mission
0854007,Hayes Valley
3833003,Mission Bay
1453039,Outer Richmond
6363003,Visitacion Valley
4852016,Bayview Hunters Point
1404031,Outer Richmond
0576023,Pacific Heights
5439029,Portola
0515055,Marina
8945004,Treasure Island
1157016D,Western Addition
1086017,Lone Mountain/USF
1019024,Presidio Heights
3587080,Mission
6521004,Mission
3603131,Castro/Upper Market
1576005Q,Outer Richmond
3781001C,South of Market
8937003,Treasure Island
8720011,Mission Bay
0871009,Hayes Valley
4591D089,Bayview Hunters Point
2041032,Inner Sunset
5515007,Bernal Heights
1893043,Sunset/Parkside
5000012,Bayview Hunters Point
1041009,Presidio Heights
3702052,South of Market
5304032,Bayview Hunters Point
1706050,Sunset/Parkside
7352001,Lakeshore
0858024,Hayes Valley
0840039,Hayes Valley
0147020,Chinatown
2657023,Castro/Upper Market
5853047,Portola
0809020,Hayes Valley
3652040,Noe Valley
4591C050,Bayview Hunters Point
4591C187,Bayview Hunters Point
3154053,Outer Mission
7345C001,Lakeshore
1149005,Lone Mountain/USF
6521009,Mission
1939103,Treasure Island
4591C200,Bayview Hunters Point
4036014,Potrero Hill
3781010,South of Market
0346005,Tenderloin
6504014,Noe Valley
6660035,Bernal Heights
6635044A,Bernal Heights
0122023,Russian Hill
5046006,Bayview Hunters Point
3994010,Potrero Hill
2805003,Noe Valley
4591D051,Bayview Hunters Point
1028012,Pacific Heights
1530008A,Outer Richmond
2698071,Castro/Upper Market
3732071,South of Market
4991051,Bayview Hunters Point
4232015,Potrero Hill
0778020,Western Addition
2749022,Castro/Upper Market
2696012,Castro/Upper Market
0830020,Hayes Valley
6590057,Noe Valley
0546068,Marina
3746007,Financial District/South Beach
0063016,North Beach
4591D141,Bayview Hunters Point
1561040,Outer Richmond
1211010,Lone Mountain/USF
1730006,Sunset/Parkside
1267045,Haight Ashbury
5617041,Bernal Heights
4597012,Bayview Hunters Point
1404010,Outer Richmond
2627033,Castro/Upper Market
5419007,Bayview Hunters Point
3902007,Mission
4171024,Potrero Hill
4652015,Bayview Hunters Point
0856008,Hayes Valley
1198010,Lone Mountain/USF
6969001,Outer Mission
2847010,Twin Peaks
2630040,Inner Sunset
3766260,Financial District/South Beach
4591C183,Bayview Hunters Point
3794007,Mission Bay
1520025,Outer Richmond
0212034,Nob Hill
1202002J,Hayes Valley
4598006,Bayview Hunters Point
6747015,Outer Mission
1185009,Lone Mountain/USF
1210019,Lone Mountain/USF
4591C082,Bayview Hunters Point
4037034,Potrero Hill
2623244,Castro/Upper Market
7554007,Glen Park
7333E001,Lakeshore
6549002,Noe Valley
8906007,Treasure Island
4001003,Potrero Hill
3585029,Castro/Upper Market
6740007B,Glen Park
3732084,South of Market
4591C109,Bayview Hunters Point
1101009,Western Addition
5000040,Bayview Hunters Point
4580001,Bayview Hunters Point
3785020,Mission Bay
0296010,Nob Hill
4591D115,Bayview Hunters Point
3620067,Noe Valley
3569067,Mission
3548005,Mission
4884020,Bayview Hunters Point
1231012,Haight Ashbury
0857001A,Hayes Valley
1644004,Inner Richmond
2056007,Sunset/Parkside
3581071,Castro/Upper Market
0681027,Japantown
3737002,Financial District/South Beach
0811010,Tenderloin
3588054,Mission
3965050,Mission
1054015,Presidio Heights
6631004A,Noe Valley
6548006,Noe Valley
4720141,Bayview Hunters Point
3548037,Mission
5044013,Bayview Hunters Point
4591C087,Bayview Hunters Point
5431A015,Bayview Hunters Point
3578050,Mission
0853033,Hayes Valley
6656038A,Glen Park
4080064,Mission
0504008,Marina
0830005,Hayes Valley
6361005,Visitacion Valley
0335002A,Tenderloin
7331019,Lakeshore
3576045,Mission
7148041,Oceanview/Merced/Ingleside
6311001,Visitacion Valley
3573012,Mission
8706007,Mission Bay
0504015,Marina
1190001K,Lone Mountain/USF
7330017,Lakeshore
3736036,Financial District/South Beach
1218014,Haight Ashbury
1236020,Haight Ashbury
8711023B,Mission Bay
8906003,Treasure Island
3615001C,Mission
5745015,Bernal Heights
6233005,Visitacion Valley
4044030,Potrero Hill
6505044,Noe Valley
7098001A,Outer Mission
1835028,Inner Sunset
1217079,Haight Ashbury
7326001,Lakeshore
5556029,Bernal Heights
3538061,Castro/Upper Market
3776042,South of Market
3180010,West of Twin Peaks
5611031,Bernal Heights
4021001,Mission
8727009,Potrero Hill
5514004,Bernal Heights
5678008A,Bernal Heights
3607073,Mission
4624055,Bayview Hunters Point
3006018,West of Twin Peaks
1939096,Treasure Island
3719017,Financial District/South Beach
6235015,Visitacion Valley
2338008,West of Twin Peaks
4991603,Bayview Hunters Point
6361012,Visitacion Valley
1182061,Hayes Valley
3777177,South of Market
1250011,Haight Ashbury
0440A002,Marina
1651031,Inner Richmond
5000017,Bayview Hunters Point
0092002,Russian Hill
1269036,Haight Ashbury
0511024,Marina
0777017,Western Addition
0061001D,North Beach
1183007,Hayes Valley
4224031,Potrero Hill
4901017,Bayview Hunters Point
4902013,Bayview Hunters Point
4899003,Bayview Hunters Point
4899018,Bayview Hunters Point
4901014,Bayview Hunters Point
4900014,Bayview Hunters Point
4900018,Bayview Hunters Point
4899002,Bayview Hunters Point
4899022,Bayview Hunters Point
4901009,Bayview Hunters Point
4900007,Bayview Hunters Point
4900009,Bayview Hunters Point
4901013,Bayview Hunters Point
4900008,Bayview Hunters Point
4901011,Bayview Hunters Point
4901016,Bayview Hunters Point
4901010,Bayview Hunters Point
4900004,Bayview Hunters Point
4901020,Bayview Hunters Point
4899001,Bayview Hunters Point
4900005,Bayview Hunters Point
4900013,Bayview Hunters Point
4899017,Bayview Hunters Point
4900015,Bayview Hunters Point
4899010,Bayview Hunters Point
4899009,Bayview Hunters Point
4899014,Bayview Hunters Point
4900020,Bayview Hunters Point
4899016,Bayview Hunters Point
4900025,Bayview Hunters Point
4901023,Bayview Hunters Point
4900006,Bayview Hunters Point
4899005,Bayview Hunters Point
4900016,Bayview Hunters Point
4901003,Bayview Hunters Point
4901015,Bayview Hunters Point
4901021,Bayview Hunters Point
4902003,Bayview Hunters Point
4900003,Bayview Hunters Point
4902014,Bayview Hunters Point
4899006,Bayview Hunters Point
4899008,Bayview Hunters Point
4900023,Bayview Hunters Point
4899020A,Bayview Hunters Point
4900002,Bayview Hunters Point
4901012,Bayview Hunters Point
4900017,Bayview Hunters Point
4901002,Bayview Hunters Point
