mapblklot,analysis_neighborhood,FZP Planning Code
3614018,Mission,RH-3
5921013A,Portola,RH-1
5943023,Excelsior,RH-1
7060013,Oceanview/Merced/Ingleside,RH-1
6005001A,Excelsior,RH-1
6249009,Visitacion Valley,RH-1
6277030,Excelsior,RH-1
7005044,Oceanview/Merced/Ingleside,RH-1
3203024,Outer Mission,RH-1
0294003,Financial District/South Beach,C-3-R
6528018,Mission,RTO-M
0229020,Chinatown,C-3-O
5324017,Bayview Hunters Point,RH-1
6660049,Bernal Heights,RH-2
7044C002,Outer Mission,RH-1
5312018,Bayview Hunters Point,RH-2
3751054,South of Market,CMUO
6170024,Portola,RH-1
6444019,Excelsior,RH-1
3611047,Mission,RH-3
4263016,Mission,RH-3
0319026,Tenderloin,RC-4
7071012,Oceanview/Merced/Ingleside,RH-1
5411008,Bayview Hunters Point,NCD-BAYVIEW
0104041,North Beach,RH-3
5871009,Excelsior,RH-1
5740027,Bernal Heights,RH-1
7381014,Lakeshore,RH-1
6171027,Portola,RH-1
7114008,Oceanview/Merced/Ingleside,RH-1
5471013,Bayview Hunters Point,RH-1
5688002,Bernal Heights,RH-1
5675010,Bernal Heights,RH-2
6496008,Excelsior,RH-1
5404028,Bayview Hunters Point,RH-1
0793019,Hayes Valley,NCT-HAYES
4011014,Potrero Hill,RH-3
7159046,Outer Mission,RH-1
5700029,Bernal Heights,RH-1
3636016A,Mission,RTO-M
7148075,Oceanview/Merced/Ingleside,RH-1
3614090,Mission,NC-3
3149013,Outer Mission,RH-1
5971013,Portola,RH-1
5991003,Portola,RH-1
3702048,South of Market,C-3-G
0180010,Chinatown,RH-3
3577012B,Mission,RTO-M
5360006,Bayview Hunters Point,RH-1
6779043,Outer Mission,RH-1
5980015,Portola,RH-1
6489042,Excelsior,RH-1
0160011,Chinatown,CRNC
6233009,Visitacion Valley,RH-1
5898014,Excelsior,RH-1
5534036,Bernal Heights,RH-1
6167031,Visitacion Valley,RH-1
4711157,Bayview Hunters Point,RH-2
5950001E,Excelsior,RH-1
0683017,Japantown,RM-3
6324016,Visitacion Valley,RH-1
0164013,North Beach,NCD-BROADWAY
0126055,Nob Hill,RH-2
5869004,Excelsior,RH-1
6245023,Visitacion Valley,RH-2
3725025,South of Market,NCT-SOMA
6395008,Excelsior,RH-1
4086001,Mission,RM-1
6307002A,Visitacion Valley,RH-1
7149008,Oceanview/Merced/Ingleside,RH-1
6282004B,Excelsior,RH-1
6451011A,Excelsior,RH-1
5741019,Bernal Heights,RH-1
4262009,Mission,RH-2
6635023,Bernal Heights,RH-3
6477001,Excelsior,RH-1
4913022,Bayview Hunters Point,RM-1
3525001,South of Market,SALI
7097006,Outer Mission,RH-1
0179031A,Chinatown,CRNC
3639017,Mission,RH-2
5677024,Bernal Heights,RH-2
3568042,Mission,NC-1
0300022,Nob Hill,RC-4
5645016,Bernal Heights,RH-1
4097017,Potrero Hill,RH-2
5307028B,Bayview Hunters Point,RH-1
6194016A,Visitacion Valley,RH-1
7137012,Oceanview/Merced/Ingleside,RH-1
3549050A,Mission,UMU
5891038,Excelsior,RH-1
4104009,Potrero Hill,RH-2
3984001,Potrero Hill,UMU
6247023,Visitacion Valley,RH-1
6512004,Mission,RH-3
5889011,Excelsior,RH-1
5328033,Bayview Hunters Point,RH-2
5920009A,Portola,RH-1
6782015,Outer Mission,RH-1
6209001,Visitacion Valley,RH-1
7381085,Lakeshore,RH-1
5814009,Bernal Heights,RH-1
6159012A,Portola,RH-1
4142022,Mission,RM-1
6490009B,Excelsior,RH-1
4066004,Potrero Hill,RH-2
6174024A,Visitacion Valley,RH-1
0662008,Pacific Heights,RH-2
0661006,Pacific Heights,RH-2
6446033,Excelsior,NCD-EXCELSIOR
6082045,Excelsior,RH-2
5907012,Excelsior,RH-1
5336047,Bayview Hunters Point,RH-1
7108007,Oceanview/Merced/Ingleside,RH-2
5802009,Bernal Heights,RH-1(D)
5887012,Excelsior,RH-1
7007022,Oceanview/Merced/Ingleside,RH-1
7002031,Oceanview/Merced/Ingleside,RH-1
5381048,Bayview Hunters Point,RH-1
6517025,Mission,NCT-MISSION
6114005E,Portola,RH-1
5926016,Portola,RH-1
6500028,Excelsior,RH-1(D)
4787008C,Bayview Hunters Point,RH-1
6478027A,Excelsior,RH-1
7163040,Outer Mission,RH-1
3203014,Outer Mission,RH-1
4711093,Bayview Hunters Point,RH-2
3648016,Mission,RH-3
6310010,Visitacion Valley,RM-1
5325022,Bayview Hunters Point,RH-1
6595010,Noe Valley,RH-2
7092051,Oceanview/Merced/Ingleside,RH-1
4270032,Mission,RH-2
6415009,Excelsior,RH-1
7050002,Oceanview/Merced/Ingleside,RH-1
5907003,Excelsior,RH-1
6007018,Excelsior,RH-1
5428B002,Bayview Hunters Point,RH-1
5721062,Bernal Heights,RH-2
5320004,Bayview Hunters Point,RH-1
5690028,Bernal Heights,RH-1
4969032,Bayview Hunters Point,RH-1
0328001,Financial District/South Beach,C-3-R
5941015,Excelsior,RH-1
5986019,Portola,RH-1
5319004,Bayview Hunters Point,RH-1
3729045,South of Market,RED-MX
6349017B,Excelsior,RH-1
6093026,Excelsior,RH-1
3608006,Mission,RH-3
4759027,Bayview Hunters Point,RH-1
0235003,Financial District/South Beach,C-3-O
4143018B,Mission,RM-1
7009053,Oceanview/Merced/Ingleside,RH-1
4065001B,Potrero Hill,RH-2
5935028,Excelsior,RH-1
6274020C,Excelsior,RH-1
0103013,North Beach,RM-2
6096005,Excelsior,RH-1
5673022,Bernal Heights,NCD-MISSION BERNAL
7163014,Outer Mission,RH-1
4211012A,Mission,RH-3
7094052,Oceanview/Merced/Ingleside,RH-1
6278018,Excelsior,RH-1
6150037,Portola,RH-1
5918027,Portola,RH-1
0227024,Chinatown,CCB
0306022,Tenderloin,C-3-G
3755102,South of Market,RED
4150029,Mission,RH-2
7007009,Oceanview/Merced/Ingleside,RH-1
6279002,Excelsior,RH-1
3212032,Outer Mission,RH-1
3708177,Financial District/South Beach,C-3-O(SD)
5380013A,Bayview Hunters Point,RH-1
0164031,North Beach,C-2
7148013A,Oceanview/Merced/Ingleside,RH-1
4159046,Potrero Hill,RH-2
6417026,Excelsior,RH-1(D)
6204035,Visitacion Valley,RH-1
0145005,North Beach,RM-2
3721013,Financial District/South Beach,C-3-O(SD)
6529051,Mission,NCT-MISSION
5839005,Bernal Heights,RH-1(D)
4720114,Bayview Hunters Point,RH-2
3996014,Potrero Hill,UMU
5662034,Bernal Heights,RH-1
0343014,Tenderloin,RC-4
3794002,Mission Bay,MUO
4217025,Potrero Hill,RH-2
7103054,Oceanview/Merced/Ingleside,RH-2
3568004,Mission,NCT-VALENCIA
3516040,Mission,RED-MX
3570028,Mission,NCT-MISSION
5912022,Excelsior,RH-1
5382013,Bayview Hunters Point,RH-1
3146043,Outer Mission,RH-1
6122008,Portola,RM-1
5382019,Bayview Hunters Point,RH-1
6279032,Excelsior,RH-1
3598054A,Mission,RH-3
6178015,Visitacion Valley,RH-1
6327038,Visitacion Valley,RH-1
6237041,Visitacion Valley,RH-1
6750007,Outer Mission,RH-1
5407039,Bayview Hunters Point,RH-1
5387003B,Bayview Hunters Point,RH-1
5556052,Bernal Heights,RH-1
4043002,Potrero Hill,RH-2
5934021,Portola,RH-1
3777007,South of Market,CMUO
3609069,Mission,RTO-M
4711185,Bayview Hunters Point,RH-2
3577045,Mission,RTO-M
3731092,South of Market,RED
5992A021,Portola,RH-1
3729078,South of Market,RCD
3729072,South of Market,RED-MX
7161041,Outer Mission,RH-1
4991065,Bayview Hunters Point,RC-3
3577021,Mission,RTO-M
5668006,Bernal Heights,RH-1
5875004,Portola,RH-1
6280011,Excelsior,RH-1
5297032,Bayview Hunters Point,RH-2
5993006,Portola,RH-1
0700030,Japantown,NCD-JAPANTOWN
6121035,Portola,RH-1
6347017B,Excelsior,NCD-EXCELSIOR
3552022,Mission,UMU
3721002,Financial District/South Beach,C-3-O(SD)
6795D005,Outer Mission,RH-1
5813036,Bernal Heights,RH-1
5426042,Bayview Hunters Point,RH-1
7381006,Lakeshore,RH-1
5335A139,Bayview Hunters Point,RH-1
5646014,Bernal Heights,RH-1
6533021,Mission,RH-3
5523005,Bernal Heights,RH-2
4789005A,Bayview Hunters Point,RH-1
4108009,Potrero Hill,RH-3
0189021,Nob Hill,RH-3
5960015,Excelsior,RH-1
4271028,Mission,RH-2
6635004,Bernal Heights,NCD-MISSION BERNAL
5361026,Bayview Hunters Point,RH-1
5933023,Portola,RH-1
5671002,Bernal Heights,RH-2
4268012,Mission,RH-3
7040B014,Outer Mission,RH-1
6170025,Portola,RH-1
5400038,Bayview Hunters Point,RH-1
6753001A,Outer Mission,RH-1
7067017,Oceanview/Merced/Ingleside,RH-1
3731088,South of Market,MUG
4283B020,Potrero Hill,RH-1
6475027,Excelsior,RH-1
5721052,Bernal Heights,RH-2
7072026,Oceanview/Merced/Ingleside,RH-1
6533030,Mission,RH-3
5618016,Bernal Heights,RH-1
7015006,Oceanview/Merced/Ingleside,RH-1
6114011,Portola,RH-1
5812003,Bernal Heights,RH-1
7112006,Oceanview/Merced/Ingleside,NC-1
7047045,Oceanview/Merced/Ingleside,RH-1
3596065,Mission,RTO-M
6468009,Excelsior,RH-1
4098036I,Potrero Hill,RH-2
5290008,Bayview Hunters Point,RH-2
6417017,Excelsior,RH-1(D)
6498009,Excelsior,RH-1(D)
5335A136,Bayview Hunters Point,RH-1
6344011,Excelsior,RH-1
7331CMN,Lakeshore,RM-1
6515008,Mission,RTO-M
6420015,Excelsior,RH-1
6616027,Noe Valley,RH-2
6955007,Outer Mission,NCD-EXCELSIOR
0793031,Hayes Valley,NCT-3
3787028,South of Market,CMUO
0162019,Chinatown,NCD-BROADWAY
0335022,Tenderloin,RC-4
6148010,Portola,RH-1
0836031,Hayes Valley,C-3-G
3210010,Outer Mission,RH-1
4720092,Bayview Hunters Point,RH-2
5685014,Bernal Heights,RH-1
6011005,Excelsior,RH-1
7105002,Oceanview/Merced/Ingleside,RH-1
4010005,Potrero Hill,RH-2
7130011,Oceanview/Merced/Ingleside,RH-1
6439001,Excelsior,RH-1(D)
5894009,Excelsior,RH-1
7090038,Oceanview/Merced/Ingleside,RH-1
0145008,North Beach,NCD-BROADWAY
7381107,Lakeshore,RH-1
6527046,Mission,RTO-M
0239026,Financial District/South Beach,C-3-O
0307007,Tenderloin,C-3-G
6043013,Portola,RH-1
7109022,Outer Mission,RH-1
5259021,Bayview Hunters Point,RH-1
7043006B,Outer Mission,RH-1
3608027,Mission,RM-1
6799026,Outer Mission,RH-1
7003033,Oceanview/Merced/Ingleside,RH-1
6968035,Outer Mission,RH-1
6528008A,Mission,RTO-M
5613058,Bernal Heights,RH-1
7043007,Outer Mission,RH-1
3210034,Outer Mission,RH-1
5643041,Bernal Heights,RH-2
6298005,Visitacion Valley,RH-1
0338014,Tenderloin,RC-4
6174007,Visitacion Valley,RH-1
0132032,North Beach,RM-1
3724074,South of Market,C-3-S
6467008,Excelsior,RH-1
3787016,South of Market,CMUO
4914045,Bayview Hunters Point,RH-1
0149008,Nob Hill,RM-2
5960025,Excelsior,RH-1
4148020C,Mission,RH-3
6512029,Mission,RH-3
3733020,South of Market,MUR
5964036,Excelsior,RH-1
0276024,Nob Hill,RM-4
5405012,Bayview Hunters Point,RH-1
4066026,Potrero Hill,RH-2
5806016,Bernal Heights,RH-2
4212007,Mission,RH-3
4085032A,Mission,RH-2
4281A012A,Potrero Hill,RH-2
3613017D,Mission,RH-3
0234017,Financial District/South Beach,C-3-O
4067009,Potrero Hill,RH-2
0148025,Chinatown,RM-2
5982009,Portola,NCD-SAN BRUNO AVENUE
6298002,Visitacion Valley,RH-1
6459036,Excelsior,RH-1(D)
6418025,Excelsior,RH-1(D)
5995001B,Portola,RH-1
7028A016,Outer Mission,RH-1
6283019,Excelsior,RH-1
6201002,Visitacion Valley,RH-1
6024012,Excelsior,RH-1
7103020,Oceanview/Merced/Ingleside,RH-1
6047016,Portola,RH-1
0130032,Chinatown,NCD-NORTH BEACH
3207010,Outer Mission,NCD-EXCELSIOR
1726032,Sunset/Parkside,RH-2
4788004,Bayview Hunters Point,RH-1
7137022A,Oceanview/Merced/Ingleside,RH-1
5995008,Portola,RH-1
7323001,Lakeshore,PM-R
0345008,Tenderloin,RC-4
3637019D,Mission,NCT-MISSION
5809009,Bernal Heights,RH-2
4084071,Mission,RH-2
5279007,Bayview Hunters Point,RH-2
3588049C,Mission,RTO-M
0207036,Chinatown,C-3-O
4791036,Bayview Hunters Point,RH-1
4944024,Bayview Hunters Point,RH-1
7047025,Oceanview/Merced/Ingleside,RH-1
5336039,Bayview Hunters Point,RH-1
0302008A,Tenderloin,RC-4
7042A026,Outer Mission,RH-1
5729007,Bernal Heights,RH-1
6208056,Visitacion Valley,RH-1
5407031,Bayview Hunters Point,RH-1
6439007,Excelsior,RH-1(D)
5297017,Bayview Hunters Point,RH-2
6249002,Visitacion Valley,NCD-LELAND
5343015C,Bayview Hunters Point,RH-2
0281010,Nob Hill,RC-4
3578004,Mission,RM-2
3612037,Mission,RH-3
6659014,Glen Park,RH-2
4993015,Bayview Hunters Point,RH-1
0258022,Financial District/South Beach,CCB
6341028,Excelsior,RH-1
5521015,Bernal Heights,RH-1
3607068,Mission,RH-2
7069007,Oceanview/Merced/Ingleside,RH-1
4037003,Potrero Hill,RH-2
7085026,Oceanview/Merced/Ingleside,RH-1
4965029,Bayview Hunters Point,RH-1
3505083,Mission,C-3-G
3210017,Outer Mission,RH-1
4991246,Bayview Hunters Point,RH-2
0282017,Nob Hill,RC-4
5381016,Bayview Hunters Point,RH-1
3640064,Mission,RH-2
5672028E,Bernal Heights,RH-2
6073009,Excelsior,RH-1
6748034,Outer Mission,RH-1
3735040,Financial District/South Beach,C-3-O(SD)
7129036,Oceanview/Merced/Ingleside,RH-1
7030037,Outer Mission,RH-1
3724073,South of Market,C-3-S
3785004B,Mission Bay,CMUO
6157006,Portola,RM-1
7381111,Lakeshore,RH-1
5526037,Bernal Heights,RH-2
6280042,Excelsior,RH-2
4114001,Potrero Hill,P70-MU
6597018,Bernal Heights,NCD-MISSION BERNAL
6301006,Visitacion Valley,RH-1
6480034,Excelsior,RH-1
6460001A,Excelsior,RH-1(D)
4064032,Potrero Hill,RH-2
6965B004,Outer Mission,RH-1
7054023,Oceanview/Merced/Ingleside,RH-1
6465036,Excelsior,RH-1
5407032,Bayview Hunters Point,RH-1
3638001,Mission,NC-3
5354011,Bayview Hunters Point,RH-1
4100027,Potrero Hill,RH-2
6452015,Excelsior,RH-1(D)
6500046,Excelsior,RH-1(D)
7169017,Outer Mission,RH-1
5745011,Bernal Heights,RH-2
7042B032,Outer Mission,RH-1
5871029,Excelsior,RH-1
5718015,Bernal Heights,RH-2
0161007,Chinatown,CRNC
4940027,Bayview Hunters Point,RH-1
5556045,Bernal Heights,RH-1
5975002D,Portola,RH-1
6172013A,Portola,RH-1
4072001F,Potrero Hill,RH-2
6045009,Portola,RH-1
6347009,Excelsior,RH-1
6201041,Visitacion Valley,RH-1
7063012A,Oceanview/Merced/Ingleside,RH-2
4732007,Bayview Hunters Point,RH-1
3722070,Financial District/South Beach,C-3-O(SD)
5465051,Bayview Hunters Point,RH-1
7036005,Oceanview/Merced/Ingleside,RH-1
5712007,Bernal Heights,RH-2
6204028,Visitacion Valley,RH-1
5806014,Bernal Heights,RH-2
6309078,Visitacion Valley,RH-1
7043011H,Outer Mission,RH-1
5609027,Bernal Heights,RH-2
3777011,South of Market,CMUO
6532014,Mission,RM-2
5646010,Bernal Heights,RH-1
6350004A,Excelsior,RH-1
5689006,Bernal Heights,RH-1
7100045E,Outer Mission,RH-1
0130043,Chinatown,NCD-NORTH BEACH
6534056,Mission,RH-3
5745019,Bernal Heights,RH-2
6476014,Excelsior,RH-1
6252010,Visitacion Valley,RH-1
6283007C,Excelsior,RH-1
5643006,Bernal Heights,RH-2
6795C021,Outer Mission,RH-1
5384002,Bayview Hunters Point,RH-1
0596106,Russian Hill,NCD-POLK
5071026,Bayview Hunters Point,RH-1
5987025,Portola,RH-1
0130030,Chinatown,NCD-NORTH BEACH
0763010,Tenderloin,RC-4
4277016,Mission,MUR
5993012,Portola,RH-1
5738015,Bernal Heights,RH-1
0131020,North Beach,NCD-NORTH BEACH
5311022,Bayview Hunters Point,RH-2
4003021,Potrero Hill,RH-3
4285B004,Potrero Hill,RM-2
5458017,Portola,NCD-SAN BRUNO AVENUE
3701050,South of Market,C-3-G
6256009A,Visitacion Valley,RH-1
4991120,Bayview Hunters Point,RH-2
6460019,Excelsior,RH-1(D)
3760024,South of Market,SALI
5360020A,Bayview Hunters Point,RH-1
5981022,Portola,RH-2
5254013,Bayview Hunters Point,RH-1
5948003A,Excelsior,RH-1
5309031,Bayview Hunters Point,RH-1
5909008,Excelsior,RH-1
6957025,Outer Mission,RH-1
5529019,Bernal Heights,RH-1
5535024,Bernal Heights,RH-1
7135022,Oceanview/Merced/Ingleside,RH-1
6149038,Portola,RH-1
3633020,Mission,NC-1
6300021,Visitacion Valley,RH-1
3976031,Potrero Hill,RH-3
3576086,Mission,NCT-MISSION
3733092,South of Market,MUR
3775085,Financial District/South Beach,CMUO
5919015,Portola,RH-1
5871007A,Excelsior,RH-1
5687004,Bernal Heights,RH-1
5941011,Excelsior,RH-1
5723042,Bernal Heights,RH-1
6967010,Outer Mission,RH-1
5938026,Excelsior,RH-1
5943003,Excelsior,RH-1
0160014A,Chinatown,CRNC
0225007,Chinatown,CRNC
5986012,Portola,RH-1
5065A019,Bayview Hunters Point,RH-1
3153037,Outer Mission,RH-1
3532051,Mission,RM-1
6155012,Portola,RH-1
5881002,Portola,NCD-SAN BRUNO AVENUE
6596005,Bernal Heights,NCD-MISSION BERNAL
0228010,Chinatown,C-3-O
6096028,McLaren Park,RH-1
0242020,Chinatown,CRNC
6971B027,Outer Mission,RH-1
5335035,Bayview Hunters Point,RH-1
4711142,Bayview Hunters Point,RH-2
0254009,Nob Hill,RM-3
5465046,Bayview Hunters Point,RH-1
6050010,Portola,RH-2
5731002,Bernal Heights,NC-S
4713020,Bayview Hunters Point,RH-2
6444025,Excelsior,RH-1
5939012,Excelsior,RH-1
6574001B,Bernal Heights,NCD-MISSION BERNAL
7084009,Oceanview/Merced/Ingleside,RH-1
0319021,Tenderloin,RC-4
6497005,Excelsior,RH-1(D)
7169003,Outer Mission,RH-1
5698008,Bernal Heights,RH-1
6008022,Excelsior,RH-1
3780033,South of Market,UMU
6017010,Excelsior,RH-1
5395023,Bayview Hunters Point,RH-1
3511043,Mission,RED
4264004,Mission,RH-3
5903009,Excelsior,RH-1
6804016,Outer Mission,RH-1
6004056,Excelsior,RH-1
7039A014,Outer Mission,RH-1
4074010,Potrero Hill,RH-2
5806002,Bernal Heights,RH-2
5967002C,Excelsior,RH-1
5812013,Bernal Heights,RH-1
6020007A,Excelsior,RH-1
5886048,Excelsior,RH-1
6308001A,Visitacion Valley,NC-3
5663003,Bernal Heights,RH-1
6659011,Glen Park,RH-2
3552029B,Mission,UMU
7001042,Oceanview/Merced/Ingleside,RH-1
5080003,Bayview Hunters Point,RH-1
6360017,Visitacion Valley,RH-1
6279014,Excelsior,RH-1
5649031,Bernal Heights,RH-1
7008029,Oceanview/Merced/Ingleside,RH-1
4335001J,Mission,RH-2
7016001,Oceanview/Merced/Ingleside,RH-1
3950039,Mission Bay,UMU
3590065,Mission,RTO-M
3594010,Mission,RM-1
6464045,Excelsior,RH-1
0685042,Japantown,NCD-JAPANTOWN
5660019,Bernal Heights,NCD-CORTLAND AVENUE
6275003,Excelsior,RH-1
6994025,Oceanview/Merced/Ingleside,RH-1
6309D029,Visitacion Valley,RH-2
6006031,Excelsior,RH-1
0103035,North Beach,RM-2
0338019,Tenderloin,RC-4
5054A072,Bayview Hunters Point,NC-S
6052024,Portola,RH-1
0283016,Nob Hill,RC-4
5809001A,Bernal Heights,RH-2
6480015,Excelsior,RH-1
6396017,Excelsior,RH-1
5609025,Bernal Heights,RH-2
7074046,Oceanview/Merced/Ingleside,RH-1
6124011A,Portola,RH-1
3757045,South of Market,SALI
3728042,South of Market,RED-MX
5541023,Bernal Heights,RH-1
7061021,Oceanview/Merced/Ingleside,RH-1
5667017,Bernal Heights,NCD-CORTLAND AVENUE
6080055,Excelsior,RM-1
6481026,Excelsior,RH-1
4624060,Bayview Hunters Point,RM-1
5079006,Bayview Hunters Point,RH-1
5897019,Excelsior,RH-1
5342001,Bayview Hunters Point,RH-2
7114016,Oceanview/Merced/Ingleside,RH-1
6468005A,Excelsior,RH-1
4809022A,Bayview Hunters Point,RH-1
5907040,Excelsior,RH-1
5335A047,Bayview Hunters Point,RH-1
5707025,Bernal Heights,RH-1
3546021,Mission,RTO-M
6571017B,Mission,NCT-MISSION
0130014,Chinatown,NCD-NORTH BEACH
6076025,Excelsior,RH-1
4075016,Potrero Hill,RH-2
3609092,Mission,RTO-M
7113012,Oceanview/Merced/Ingleside,RH-1
4066003,Potrero Hill,RH-2
4063023,Potrero Hill,RH-2
7040B015,Outer Mission,RH-1
4149005,Mission,RH-2
6157017,Portola,RH-1
6009050,Excelsior,RH-1
3755052,South of Market,WMUG
6349013,Excelsior,RH-1
5068003C,Visitacion Valley,RH-1
5545006,Bernal Heights,RH-1
6499005,Excelsior,RH-1(D)
7145037,Outer Mission,RH-1
4621101,Bayview Hunters Point,MUG
7065015D,Outer Mission,RH-1
7031006D,Outer Mission,RH-1
6095018,Excelsior,RH-1
5335A027,Bayview Hunters Point,RH-1
5525008,Bernal Heights,RH-2
5739005,Bernal Heights,RH-1
6273023,Excelsior,RH-2
6236043,Visitacion Valley,RH-1
6209048,Visitacion Valley,RH-1
5890003,Excelsior,RH-1
5968031,Excelsior,RH-1
5892031,Excelsior,RH-1
7066034,Outer Mission,NCD-EXCELSIOR
6786092,Outer Mission,RH-1
6323009,Visitacion Valley,RH-1
4966005A,Bayview Hunters Point,RH-1
4001018,Potrero Hill,RH-2
0208009,Chinatown,CCB
5309014,Bayview Hunters Point,RH-1
3521002,Mission,WMUO
5726024,Bernal Heights,RH-1
5290033,Bayview Hunters Point,RH-2
5462017,Bayview Hunters Point,RH-1
7381034,Lakeshore,RH-1
5963006,Excelsior,RH-1
5535029,Bernal Heights,RH-1
6192067,Visitacion Valley,RH-1
6404011,Excelsior,NCD-EXCELSIOR
5323010,Bayview Hunters Point,RH-1
8719A008,Mission Bay,MR-MU
3735041,Financial District/South Beach,C-3-O(SD)
4937010A,Bayview Hunters Point,RH-1
5969019,Portola,RH-1
4172035,Potrero Hill,NCT-2
7164020,Outer Mission,RH-1
6044003,Portola,RH-1
5703028,Bernal Heights,RH-1
0317003,Tenderloin,C-3-G
6357047,Visitacion Valley,RH-1
5639005,Bernal Heights,RH-1
0338020,Tenderloin,RC-4
6236015,Visitacion Valley,RH-1
5624015,Bernal Heights,RH-1
5355034,Bayview Hunters Point,RH-1
6998029,Oceanview/Merced/Ingleside,RH-1
6034038,Portola,RH-1
6521015,Mission,RH-2
7097036,Outer Mission,RH-1
6405002,Excelsior,RH-1
7103003,Oceanview/Merced/Ingleside,RH-1
6359009,Visitacion Valley,RH-1
0142009,Financial District/South Beach,C-2
3203015,Outer Mission,RH-1
6312011,Visitacion Valley,RM-1
5923019,Portola,RH-2
0159048,Chinatown,RH-3
4152027,Mission,RH-2
6171024,Portola,RH-1
0808018,Hayes Valley,NCT-HAYES
4162066,Potrero Hill,RH-2
7121030,Oceanview/Merced/Ingleside,RH-2
7103004B,Oceanview/Merced/Ingleside,RH-1
4788005,Bayview Hunters Point,RH-1
6021001,Excelsior,RH-1
5465014,Bayview Hunters Point,RH-1
3708095,Financial District/South Beach,C-3-O(SD)
5865007,Portola,RH-1
6967004,Outer Mission,RH-1
4115001,Potrero Hill,P70-MU
6090009A,Excelsior,RH-1
5674019,Bernal Heights,RH-2
4148021,Mission,RH-3
0253007,Nob Hill,RM-4
7159021,Outer Mission,RH-1
0112002,Financial District/South Beach,C-2
6721002,Outer Mission,NC-1
6156002,Portola,RM-1
4099028,Potrero Hill,RH-2
7077034,Oceanview/Merced/Ingleside,RH-1
3730039,South of Market,WMUG
1439021,Inner Richmond,NCD-GEARY BOULEVARD
0291005B,Financial District/South Beach,C-3-O
0180040,Chinatown,RH-3
5879032,Portola,RH-1
7159016,Outer Mission,RH-1
5575013,Bernal Heights,RH-1
6252008,Visitacion Valley,RH-1
7017010,Oceanview/Merced/Ingleside,RH-1
5375063,Bayview Hunters Point,RH-1
7010057,Oceanview/Merced/Ingleside,RH-1
6078004,Excelsior,RH-1
5932005,Portola,RH-1
6468002B,Excelsior,RH-1
6356032,Visitacion Valley,RH-1
5541024,Bernal Heights,RH-1
5501021,Bernal Heights,RH-2
6408001C,Excelsior,RH-1
0226009,Chinatown,CCB
5884028,Portola,RH-1
5537013,Bernal Heights,RH-1
4116008,Potrero Hill,P70-MU
5966006,Excelsior,RH-1
4995021,Bayview Hunters Point,RM-1
3779132,South of Market,SALI
4973022,Bayview Hunters Point,RH-1
6349020,Excelsior,RH-1
7043008D,Outer Mission,RH-1
5648027,Bernal Heights,RH-1
1622065,Outer Richmond,RH-2
3617005,Mission,NCT-VALENCIA
5395019,Bayview Hunters Point,RH-1
3578028,Mission,RM-2
5517034,Bernal Heights,RH-2
5925022,Portola,RH-2
6596003,Bernal Heights,NCD-MISSION BERNAL
3211026,Outer Mission,RH-1
5891002,Excelsior,RH-1
0283019,Nob Hill,RC-4
3568045,Mission,RTO-M
6348001A,Excelsior,RH-1
0242030,Chinatown,CRNC
7042A004,Outer Mission,RH-1
5384005B,Bayview Hunters Point,RH-1
4276019,Mission,RH-2
3779043,South of Market,SALI
4089027,Mission,RH-2
5353A007B,Bayview Hunters Point,RH-1
5536A004,Bernal Heights,RH-1
4711196,Bayview Hunters Point,RH-2
6953026,Outer Mission,RH-1
5335ACOMJ,Bayview Hunters Point,RH-1
6320008B,Visitacion Valley,RH-2
7109006,Outer Mission,NCD-EXCELSIOR
7381084,Lakeshore,RH-1
6437001,Excelsior,RH-1(D)
3578003,Mission,RM-2
7119042,Oceanview/Merced/Ingleside,RH-2
6079011,Excelsior,RH-1
6167026,Visitacion Valley,RH-1
6449002,Excelsior,RH-1
5400013,Bayview Hunters Point,RH-1
5428E001,Bayview Hunters Point,RH-1
7064A018,Outer Mission,RH-1
5892013A,Excelsior,RH-1
0761064,Western Addition,NCT-3
4146029,Mission,RH-2
5725028,Bernal Heights,RH-1
6781006,Outer Mission,RH-1
5551008,Bernal Heights,RH-1
4591B046,Bayview Hunters Point,RM-1
3588033,Mission,RTO-M
3520028,South of Market,WMUG
5613046,Bernal Heights,RH-1
0225028,Chinatown,CRNC
7043002,Outer Mission,NCD-EXCELSIOR
7326008,Lakeshore,PM-R
0161022,Chinatown,CRNC
7042A014,Outer Mission,RH-1
0808016A,Hayes Valley,NCT-HAYES
