mapblklot,from_address_num,street_name,street_type,analysis_neighborhood,zoning_code,zoning_district,supervisor_district,supname,Height_Ft,distance_to_transit
5307011,1550,NEWCOMB,AVE,Bayview Hunters Point,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",10,Shamann Walton,40,650.7655822146423
7137010,228,SAGAMORE,ST,Oceanview/Merced/Ingleside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,603.0734576176981
0063015,548,LOMBARD,ST,North Beach,RM-2,"RESIDENTIAL- MIXED, MODERATE DENSITY",3,Danny Sauter,40,1618.9881712127055
4075001,2201,19TH,ST,Potrero Hill,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",10,Shamann Walton,40,3649.3346147084662
1761015,1379,06TH,AVE,Inner Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",7,Myrna Melgar,40,565.0188206732413
0864025,607,WALLER,ST,Haight Ashbury,RTO,RESIDENTIAL TRANSIT ORIENTED DISTRICT,8,Rafael Mandelman,40,426.38754240718123
5659019,3773,FOLSOM,ST,Bernal Heights,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",9,Jackie Fielder,40,3167.996523763338
1550033,570,08TH,AVE,Inner Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",1,Connie Chan,40,1295.8881846519287
6564025,4077,26TH,ST,Noe Valley,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,1095.1321393864803
6537003,1158,SANCHEZ,ST,Noe Valley,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,837.9407185169619
7105022,279,LOBOS,ST,Oceanview/Merced/Ingleside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,470.69617936427744
3115014,546,HEARST,AVE,West of Twin Peaks,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",7,Myrna Melgar,40,2860.365631122476
1011011,3650,SACRAMENTO,ST,Presidio Heights,NCD,SACRAMENTO STREET NEIGHBORHOOD COMMERCIAL,2,Stephen Sherrill,65,2609.108508518814
2083041,1830,47TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,2950.1885589353183
0061002F,306,LOMBARD,ST,North Beach,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",3,Danny Sauter,40,1056.600867075968
2480003P,2646,17TH,AVE,West of Twin Peaks,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",7,Myrna Melgar,40,1140.0847413731617
0555006,2707,LAGUNA,ST,Marina,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",2,Stephen Sherrill,40,1998.0988228040205
1152054,915,BRODERICK,ST,Western Addition,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",2,Stephen Sherrill,40,1629.428512690212
2527A007,150,PARAISO,PL,Sunset/Parkside,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",4,Alan Wong,40,2593.9940469105964
1597018,4606,CABRILLO,ST,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",1,Connie Chan,40,2022.6213682677471
1889018H,1590,44TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,1283.1095116301653
1560020,1608,BALBOA,ST,Outer Richmond,NC-1,"NEIGHBORHOOD COMMERCIAL, CLUSTER",1,Connie Chan,65,1518.5239767425317
1557032,520,15TH,AVE,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",1,Connie Chan,40,921.3777491904434
4713023,56,GARNETT,TER,Bayview Hunters Point,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",10,Shamann Walton,40,2675.499755608072
7069018,258,MINERVA,ST,Oceanview/Merced/Ingleside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,870.9652912314623
0925022,3230,LYON,ST,Marina,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",2,Stephen Sherrill,40,6450.89222681924
3011068,54,MIRALOMA,DR,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",7,Myrna Melgar,40,1453.6074668186102
4993035,1055,JAMESTOWN,AVE,Bayview Hunters Point,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",10,Shamann Walton,40,776.0275992992039
3759043,450,06TH,ST,South of Market,SALI,SERVICE/ARTS/LIGHT INDUSTRIAL,6,Matt Dorsey,30,2097.5144987087206
2086001J,1906,GREAT,HWY,Sunset/Parkside,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",4,Alan Wong,40,3395.083128166666
1416017,281,17TH,AVE,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",1,Connie Chan,40,1175.9529155099162
5447044,1742,FITZGERALD,AVE,Bayview Hunters Point,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",10,Shamann Walton,40,2085.664341670746
6342032,759,MADRID,ST,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,3302.8087475455777
6243064,598,LELAND,AVE,Visitacion Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",10,Shamann Walton,40,3695.787368727197
2618044A,399,ROOSEVELT,WAY,Castro/Upper Market,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,2039.9867420298963
5920005,48,SOMERSET,ST,Portola,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",9,Jackie Fielder,40,4776.286345112586
2618038,409,ROOSEVELT,WAY,Castro/Upper Market,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,2038.1897349417654
2117026,1942,18TH,AVE,Inner Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",7,Myrna Melgar,40,3111.3230067796007
2106008,1963,28TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,2999.815842080079
2982038,1059,PORTOLA,DR,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",7,Myrna Melgar,40,2189.958903957334
3560012,2270,MARKET,ST,Castro/Upper Market,NCT,UPPER MARKET NEIGHBORHOOD COMMERCIAL TRANSIT,8,Rafael Mandelman,60,202.18651191339646
2054003,1823,17TH,AVE,Inner Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",7,Myrna Melgar,40,2947.545521025966
1715045,3433,LINCOLN,WAY,Sunset/Parkside,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",4,Alan Wong,40,1283.507028326409
1417036,5415,CALIFORNIA,ST,Outer Richmond,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",1,Connie Chan,40,1494.8357009621095
2102031,1914,33RD,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,3270.6615212934
0685040,1731,BUCHANAN,ST,Japantown,NCD,JAPANTOWN NEIGHBORHOOD COMMERCIAL DISTRICT,5,Bilal Mahmood,50,735.4038433471691
2901B011,44,JUANITA,WAY,West of Twin Peaks,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",7,Myrna Melgar,40,2308.6067056303245
3728055,753,MINNA,ST,South of Market,RED-MX,RESIDENTIAL ENCLAVE-MIXED,6,Matt Dorsey,45,957.6623053855114
0123033,1244,GREEN,ST,Russian Hill,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",3,Danny Sauter,65,1238.7322205208443
2990001,95,CRESTA VISTA,DR,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",7,Myrna Melgar,40,2985.6004964751455
0439A006,1750,BEACH,ST,Marina,RM-3,"RESIDENTIAL- MIXED, MEDIUM DENSITY",2,Stephen Sherrill,40,3693.3364829622706
6233003,306,ARLETA,AVE,Visitacion Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",10,Shamann Walton,40,2132.177026300709
6979012,135,HAROLD,AVE,Oceanview/Merced/Ingleside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,1019.509536715853
0864009,51,PIERCE,ST,Haight Ashbury,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,195.73123914293282
6930017,50,DE SOTO,ST,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",7,Myrna Melgar,40,1378.6536046562308
1197037,1749,GROVE,ST,Lone Mountain/USF,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",5,Bilal Mahmood,40,2757.945866654282
3726062,532,NATOMA,ST,South of Market,RED,RESIDENTIAL ENCLAVE,6,Matt Dorsey,45,1025.5405841469396
7105032,253,LOBOS,ST,Oceanview/Merced/Ingleside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,660.6127055574491
1653018,771,10TH,AVE,Inner Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",1,Connie Chan,40,2673.369096831307
3650017,288,CHATTANOOGA,ST,Noe Valley,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,50,256.02100322639984
2629A002M,260,UPPER,TER,Haight Ashbury,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,1671.8877718532121
6654035,1789,SANCHEZ,ST,Glen Park,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,896.0792407393369
6989013,637,ORIZABA,AVE,Oceanview/Merced/Ingleside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,1721.251019524781
6765002,337,BADEN,ST,West of Twin Peaks,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",8,Rafael Mandelman,40,1428.040480938464
7096A050,5,MONETA,CT,Outer Mission,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,1019.6974461779217
6352007,851,EDINBURGH,ST,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,3575.7803230639975
0255002,999,CALIFORNIA,ST,Nob Hill,RM-4,"RESIDENTIAL- MIXED, HIGH DENSITY",3,Danny Sauter,65,1389.9011901164035
1786001,1301,31ST,AVE,Sunset/Parkside,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",4,Alan Wong,40,585.1723397203858
4733008,1174,PALOU,AVE,Bayview Hunters Point,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",10,Shamann Walton,40,2691.041693665146
7019038,62,BRIGHTON,AVE,Oceanview/Merced/Ingleside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,1473.6698630033768
1269220,240,DOWNEY,ST,Haight Ashbury,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,1032.326056134694
1541023,496,04TH,AVE,Inner Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",1,Connie Chan,40,913.3921763350036
6779081,215,COTTER,ST,Outer Mission,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,984.6401652607993
6946013,46,BRUCE,AVE,Oceanview/Merced/Ingleside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,295.08610529964074
6997006,367,BYXBEE,ST,Oceanview/Merced/Ingleside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,1459.223845458826
6621020,572,29TH,ST,Noe Valley,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,1765.8372124593145
4653017A,933,INNES,AVE,Bayview Hunters Point,RH-1(S),"RESIDENTIAL- HOUSE, ONE FAMILY- SECONDARY UNIT",10,Shamann Walton,40,4215.121534829896
6017038,231,LISBON,ST,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,2962.800648109331
0141021,850,BATTERY,ST,Financial District/South Beach,C-2,COMMUNITY BUSINESS,3,Danny Sauter,65,722.8933657897417
1500023,582,45TH,AVE,Outer Richmond,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",1,Connie Chan,40,576.3160634219029
2349025,2370,21ST,AVE,Sunset/Parkside,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",4,Alan Wong,40,343.5613473063507
5359011,1622,THOMAS,AVE,Bayview Hunters Point,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",10,Shamann Walton,40,517.7655122930453
7208009A,2950,25TH,AVE,Sunset/Parkside,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",4,Alan Wong,40,2019.4667988711208
6976006C,822,NIAGARA,AVE,Oceanview/Merced/Ingleside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,659.788550438801
1738032,1256,FUNSTON,AVE,Inner Sunset,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",7,Myrna Melgar,40,930.9456583496368
1549031,560,07TH,AVE,Inner Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",1,Connie Chan,40,1150.268550889205
1823011,1455,30TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,379.02948110624794
0078013,69,TELEGRAPH,PL,North Beach,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",3,Danny Sauter,40,1306.5451799612506
1765064,1325,10TH,AVE,Inner Sunset,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",7,Myrna Melgar,40,389.8860353420999
0997013,3376,CLAY,ST,Presidio Heights,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",2,Stephen Sherrill,40,2475.808041267843
2393047,2209,TARAVAL,ST,Sunset/Parkside,NCD,TARAVAL STREET NEIGHBORHOOD COMMERCIAL DISTRICT,4,Alan Wong,85,84.73727414121824
6177005,312,WILDE,AVE,Visitacion Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",10,Shamann Walton,40,1579.1135777364082
7055A016,209,THRIFT,ST,Oceanview/Merced/Ingleside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,1484.1010912904285
5808020A,338,CRESCENT,AVE,Bernal Heights,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",9,Jackie Fielder,40,2474.8342860816756
6519009,1026,SHOTWELL,ST,Mission,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",9,Jackie Fielder,40,927.1613344467816
2423021,1150,VICENTE,ST,Sunset/Parkside,NC-1,"NEIGHBORHOOD COMMERCIAL, CLUSTER",4,Alan Wong,65,1323.8885283520663
0537011,2452,GREEN,ST,Marina,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",2,Stephen Sherrill,40,4558.973996866873
2527A010,120,PARAISO,PL,Sunset/Parkside,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",4,Alan Wong,40,2661.3541876331105
0114046,26,CASTLE,ST,North Beach,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",3,Danny Sauter,40,1475.451709832802
5811021,794,ANDERSON,ST,Bernal Heights,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",9,Jackie Fielder,40,3282.873620221126
1873032A,1510,28TH,AVE,Sunset/Parkside,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",4,Alan Wong,40,779.6228740660794
5358003,5110,03RD,ST,Bayview Hunters Point,NCD,BAYVIEW NEIGHBORHOOD COMMERCIAL DISTRICT,10,Shamann Walton,40,107.91637098784133
1536017,1726,ANZA,ST,Inner Richmond,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",1,Connie Chan,40,962.0532090782451
2447026,3520,VICENTE,ST,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,121.51032449812537
5916007,1108,SILVER,AVE,Portola,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",9,Jackie Fielder,40,4718.891657147833
3134006,720,MIRAMAR,AVE,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",7,Myrna Melgar,40,1953.235522897982
5971020,257,AMHERST,ST,Portola,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",9,Jackie Fielder,40,5307.893205330703
6640002,532,30TH,ST,Noe Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",8,Rafael Mandelman,40,1504.5427974230115
0594004A,1790,JACKSON,ST,Pacific Heights,RM-3,"RESIDENTIAL- MIXED, MEDIUM DENSITY",2,Stephen Sherrill,240,407.6898621616656
2936A001D,69,GARCIA,AVE,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",7,Myrna Melgar,40,1519.326533043505
5880023,2350,SAN BRUNO,AVE,Portola,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",9,Jackie Fielder,40,4154.4507508861825
1463042,420,32ND,AVE,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",1,Connie Chan,40,675.9142192264953
6907011,140,CEDRO,AVE,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",7,Myrna Melgar,40,704.6561364522794
0839010,245,LILY,ST,Hayes Valley,RTO,RESIDENTIAL TRANSIT ORIENTED DISTRICT,5,Bilal Mahmood,40,940.5436567959503
1116027,78,FORTUNA,AVE,Lone Mountain/USF,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",2,Stephen Sherrill,40,1146.5925657602334
5927026,241,SILLIMAN,ST,Portola,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",9,Jackie Fielder,40,4252.717987463803
0453005C,990,BAY,ST,Russian Hill,RM-3,"RESIDENTIAL- MIXED, MEDIUM DENSITY",2,Stephen Sherrill,40,506.1795710663245
2518007,2132,SLOAT,BLVD,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,2201.0089995552744
3609053,346,LEXINGTON,ST,Mission,RTO-M,RESIDENTIAL TRANSIT ORIENTED- MISSION,9,Jackie Fielder,40,1813.1236339435413
2350002,2313,21ST,AVE,Sunset/Parkside,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",4,Alan Wong,40,577.941173312668
3212011A,2017,SAN JOSE,AVE,Outer Mission,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,443.58254897661874
3625015,3956,23RD,ST,Noe Valley,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",8,Rafael Mandelman,40,1065.2398771215949
6630042,525,29TH,ST,Noe Valley,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,1463.8187557733338
5612027,90,ELSIE,ST,Bernal Heights,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",9,Jackie Fielder,40,1966.8213894239939
2371024A,2322,43RD,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,548.2481891713279
1386017,6406,CALIFORNIA,ST,Outer Richmond,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",1,Connie Chan,40,1490.219074838892
1353013,65,05TH,AVE,Inner Richmond,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",1,Connie Chan,40,2331.574639362709
1428076,282,06TH,AVE,Inner Richmond,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",1,Connie Chan,40,841.6865742573161
5357005,12,LATONA,ST,Bayview Hunters Point,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",10,Shamann Walton,40,325.03562876094645
1759012,1347,04TH,AVE,Inner Sunset,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",7,Myrna Melgar,40,398.81650801397706
5976025,229,HAMILTON,ST,Portola,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",9,Jackie Fielder,40,4636.1403326378295
5311035,4712,03RD,ST,Bayview Hunters Point,NCD,BAYVIEW NEIGHBORHOOD COMMERCIAL DISTRICT,10,Shamann Walton,40,395.7614460760736
0937051,2550,GREENWICH,ST,Marina,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",2,Stephen Sherrill,40,5048.772030417772
6615048,128,VALLEY,ST,Noe Valley,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,50,474.90680323721654
2421001,2501,20TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,786.7927528068794
2370025,2386,42ND,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,50,88.09785464840776
1703037,1234,48TH,AVE,Sunset/Parkside,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",4,Alan Wong,40,1123.0338026509967
1260049B,1,CASTRO,ST,Haight Ashbury,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",8,Rafael Mandelman,40,909.824601491977
3571007,599,SOUTH VAN NESS,AVE,Mission,UMU,URBAN MIXED USE,9,Jackie Fielder,58,891.2153477554468
3558113,3400,16TH,ST,Castro/Upper Market,RTO,RESIDENTIAL TRANSIT ORIENTED DISTRICT,8,Rafael Mandelman,40,89.69075235362746
7096C005,674,HURON,AVE,Outer Mission,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,991.8692383113698
3641052,977,SHOTWELL,ST,Mission,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",9,Jackie Fielder,40,1057.5321987816967
2053040,1880,17TH,AVE,Inner Sunset,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",7,Myrna Melgar,40,3274.465229074378
7173050,8,SANTA BARBARA,AVE,Outer Mission,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,1655.4105607149538
2170001,2101,47TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,2018.1012147646595
6338017,777,ATHENS,ST,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,4387.924084912216
4206036A,2959,23RD,ST,Mission,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",9,Jackie Fielder,40,2141.6064010534074
2304002G,2279,45TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,838.4452484999427
7331070,271,SUMMIT,WAY,Lakeshore,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",7,Myrna Melgar,40,1439.7120932393634
1465019A,422,34TH,AVE,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",1,Connie Chan,40,517.614220270553
0604027,2285,JACKSON,ST,Pacific Heights,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",2,Stephen Sherrill,40,2796.3208108927447
6344003A,626,LISBON,ST,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,2849.428814110409
2165036,2030,46TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,2481.9395741478797
2177045,2130,41ST,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,1812.6980021500779
4792015,1270,THOMAS,AVE,Bayview Hunters Point,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",10,Shamann Walton,40,2344.9198477119344
0251004,1031,LEAVENWORTH,ST,Nob Hill,RC-4,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY",3,Danny Sauter,65,1508.034980719142
2325006,2223,24TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,1204.296430962685
1830032,1452,24TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,443.15958317237414
5339014A,1631,QUESADA,AVE,Bayview Hunters Point,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",10,Shamann Walton,40,324.4147083106079
6258008,1500,VISITACION,AVE,Visitacion Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",10,Shamann Walton,40,2873.4511775765154
0100023,1920,TAYLOR,ST,Russian Hill,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",3,Danny Sauter,40,2595.149211112471
1087009B,797,SPRUCE,ST,Lone Mountain/USF,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",2,Stephen Sherrill,50,1626.086381445902
6954022B,979,CAYUGA,AVE,Outer Mission,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,1510.499805164169
5908002,106,HARVARD,ST,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,3800.07300026392
5716020,303,BENNINGTON,ST,Bernal Heights,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",9,Jackie Fielder,40,2000.61095333892
3576048,22,LEXINGTON,ST,Mission,RTO-M,RESIDENTIAL TRANSIT ORIENTED- MISSION,9,Jackie Fielder,45,1080.3832057139646
1277001L,1112,SHRADER,ST,Haight Ashbury,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",8,Rafael Mandelman,40,518.8208675769228
1449004,323,17TH,AVE,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",1,Connie Chan,40,954.8823361032872
2036A020,1720,14TH,AVE,Inner Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",7,Myrna Melgar,40,2199.457438314346
5071005,224,TOCOLOMA,AVE,Bayview Hunters Point,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",10,Shamann Walton,40,1213.1637161230988
7009050,131,GARFIELD,ST,Oceanview/Merced/Ingleside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,1893.2142420632213
6986013A,329,FAXON,AVE,Oceanview/Merced/Ingleside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,1488.444271656229
1512021,595,32ND,AVE,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",1,Connie Chan,40,660.5853384046127
1583046,600,41ST,AVE,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",1,Connie Chan,40,813.1554196903157
1628021,648,17TH,AVE,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",1,Connie Chan,40,1946.7256461666516
1481009,136,SEAL ROCK,DR,Lincoln Park,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",1,Connie Chan,40,476.3724953953733
2200001E,2129,17TH,AVE,West of Twin Peaks,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",7,Myrna Melgar,40,1849.7303727726855
3212038,1979,SAN JOSE,AVE,Outer Mission,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,150.7384276177805
2348012,2367,19TH,AVE,Sunset/Parkside,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",4,Alan Wong,50,259.7498018538164
3004B005,512,LOS PALMOS,DR,West of Twin Peaks,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",7,Myrna Melgar,40,3918.51010293829
